Tag,Alloy name,Citation,Citation,Citation,Citation,Citation,Citation,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Notes,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Density,Lattice param,RT lattice misfit,RT lattice misfit,RT lattice misfit,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,SFE,SFE,SFE,SFE,SFE,SFE,SFE,SFE
0Ru_W14_L1_2,0Ru,Wang et al 14,10.1016/j.matdes.2014.06.009,,,,,0,,,,,,,,,,,0,0Ru_W14_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Ru_W14_0,3Ru,Wang et al 14,10.1016/j.matdes.2014.06.009,,,,,1,γ,3Ru_W14_A1,,0.3,,γ',3Ru_W14_L1_2,,0.7,300,0,,,,exp,Cr+Mo+W+Ta content given as sum,1315,16,1325,16,0,0,1150,4,870,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,9.44,3.11,12.98,4.61,0.18,0.06,1.29,-,2.9,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Ru_W14_A1,3Ru,Wang et al 14,10.1016/j.matdes.2014.06.009,,,,,0,,,,,,,,,,,0,3Ru_W14_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Ru_W14_L1_2,3Ru,Wang et al 14,10.1016/j.matdes.2014.06.009,,,,,0,,,,,,,,,,,0,3Ru_W14_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-196_S08_0,TMS-196,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,TMS-196_S08_A1,,0.36,,γ',TMS-196_S08_L1_2,,0.64,200,1,,,,sc,This alloy was subject of paper,1340,10,0,0,0,0,1100,4,870,16,0,0,0.597,0.046,0.056,0.064,0.05,0.056,0.056,0.05,0,0.024,0,0.001,0.5684859982,0.05228718207,0.06365396078,0.06094322259,0.04761189265,0.08268464804,0.05332531977,0.04714121331,0,0.02285370847,0,0.001012854075,,,,,,,,,,,,,,,,,,,,,,,,,9.01,,,,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,31.6,,,,,,,,240,,29.4,,,,,,,,390,,27.2,,,,,,,,730,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-196_S08_A1,TMS-196,Sato et al 08,,Superalloys 2008 conf. proc.,,,,0,,,,,,,,,,,0,TMS-196_S08_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-196_S08_L1_2,TMS-196,Sato et al 08,,Superalloys 2008 conf. proc.,,,,0,,,,,,,,,,,0,TMS-196_S08_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-4_S08_0,CMSX-4,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.617,0.065,0.09,0.03,0,0.056,0.065,0.06,0.01,0.006,0,0.001,0.5818972998,0.07317563475,0.1013201097,0.02829322366,0,0.081891838,0.06130198459,0.05602704775,0.009431074552,0.005658644731,0,0.001003142467,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWA 1484_S08_0,PWA 1484,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.593,0.05,0.1,0.03,0,0.056,0.09,0.06,0,0.02,0,0.001,0.5597739948,0.05634040876,0.1126808175,0.02831908911,0,0.08196670292,0.08495726734,0.05607826727,0,0.01887939274,0,0.001004059533,,,,,,,,,,,,,,,,,,,,,,,,,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rene N5_S08_0,Rene N5,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.616,0.07,0.08,0.03,0,0.062,0.07,0.05,0,0.02,0,0.002,0.5795890334,0.0786193504,0.08985068617,0.02822673864,0,0.0904529115,0.06586239016,0.04657949353,0,0.01881782576,0,0.002001570452,,,,,,,,,,,,,,,,,,,,,,,,,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rene N6_S08_0,Rene N6,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.574,0.042,0.125,0.054,0,0.0575,0.072,0.06,0,0.014,0,0.0015,0.5397239966,0.04714124949,0.1403013378,0.05077542825,0,0.08383378869,0.067700571,0.05585941665,0,0.01316399992,0,0.001500211646,,,,,,,,,,,,,,,,,,,,,,,,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-10_S08_0,CMSX-10,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.6967,0.02,0.03,0.06,0,0.057,0.08,0.05,0.002,0.004,0,0.0003,0.6695228214,0.02294254192,0.03441381288,0.05765949373,0,0.0849348343,0.07687932498,0.04757457192,0.001921983124,0.003843966249,0,0.0003066495047,,,,,,,,,,,,,,,,,,,,,,,,,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-75_S08_0,TMS-75,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.599,0.03,0.12,0.05,0,0.06,0.06,0.06,0,0.02,0,0.001,0.5642647705,0.03373411588,0.1349364635,0.04710056515,0,0.08763927536,0.05652067818,0.0559619288,0,0.01884022606,0,0.001001976538,,,,,,,,,,,,,,,,,,,,,,,,,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX-4/PWA1497_S08_0,MX-4/PWA1497,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.5045,0.02,0.165,0.06,0.03,0.056,0.083,0.06,0,0.02,0,0.0015,0.4731903548,0.02239219526,0.1847356109,0.05627635538,0.02813817769,0.08144307333,0.07784895827,0.05572002131,0,0.01875878513,0,0.001496467917,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-NG_S08_0,MC-NG,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.704,0.04,0,0.04,0.04,0.06,0.05,0.05,0.005,0.01,0,0.001,0.6766945482,0.04589569741,0,0.03844855388,0.03844855388,0.08942576882,0.04806069235,0.04758557628,0.004806069235,0.009612138469,0,0.00102240145,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138_S08_0,TMS-138,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.637,0.032,0.058,0.05,0.02,0.058,0.056,0.059,0,0.029,0,0.001,0.6073343493,0.03641919602,0.06600979279,0.04767145599,0.0190685824,0.08574480547,0.05339203071,0.05569622163,0,0.02764944448,0,0.001014121174,,,,,,,,,,,,,,,,,,,,,,,,,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138A_S08_0,TMS-138A,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.617,0.032,0.058,0.058,0.036,0.057,0.056,0.056,0,0.029,0,0.001,0.5885580764,0.03643729273,0.06604259308,0.05532636698,0.03434050365,0.08430831878,0.05341856123,0.05289047861,0,0.02766318349,0,0.001014625091,,,,,,,,,,,,,,,,,,,,,,,,,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-162_S08_0,TMS-162,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.591,0.03,0.058,0.049,0.06,0.058,0.056,0.058,0,0.039,0,0.001,0.5636794872,0.03415528931,0.06603355934,0.0467348475,0.05722634388,0.08577567752,0.05341125428,0.05477193118,0,0.03719712352,0,0.001014486304,,,,,,,,,,,,,,,,,,,,,,,,,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-173_S08_0,TMS-173,Sato et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.598,0.03,0.056,0.069,0.05,0.056,0.056,0.056,0,0.028,0,0.001,0.5711560002,0.03420320301,0.06384597895,0.06590261541,0.04775551841,0.08293407408,0.05348618062,0.05295742953,0,0.02674309031,0,0.001015909445,,,,,,,,,,,,,,,,,,,,,,,,,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasair 100_R06_0,Nasair 100,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.6925,0.09,0,0,0,0.0575,0.033,0.105,0.012,0.01,0,0,0.6607496703,0.1025065579,0,0,0,0.08507000059,0.0314869879,0.09919545797,0.01144981378,0.009541511485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-2_R06_0,CMSX-2,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.662,0.08,0.046,0,0,0.056,0.06,0.08,0.01,0.006,0,0,0.627817742,0.09056440661,0.0520745338,0,0,0.08234837544,0.05690191015,0.07511918934,0.009483651691,0.005690191015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-6_R06_0,CMSX-6,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.706,0.098,0.05,0,0,0.048,0.02,0,0.047,0.03,0,0.001,0.6690945455,0.1108666252,0.05656460472,0,0,0.07053674902,0.0189545197,0,0.0445431213,0.02843177955,0,0.001008054997,,,,,,,,,,,,,,,,,,,,,,,,,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWA 1480_R06_0,PWA 1480,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.625,0.1,0.05,0,0,0.05,0.12,0.04,0.015,0,0,0,0.5917514143,0.1130189455,0.05650947277,0,0,0.07340416543,0.1136162715,0.03749769644,0.01420203394,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR99_R06_0,SRR99,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.663,0.08,0.05,0,0,0.055,0.03,0.1,0.022,0,0,0,0.6287503179,0.09056213241,0.05660133276,0,0,0.08087583777,0.02845024063,0.09389662873,0.02086350979,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR2000_R06_0,RR2000,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.625,0.1,0.15,0,0,0.055,0,0,0.04,0.03,0,0,0.5793989085,0.1106597333,0.1659896,0,0,0.07905908044,0,0,0.03708153015,0.02781114761,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rene N4_R06_0,Rene N4,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.626,0.09,0.08,0,0,0.037,0.04,0.06,0.042,0.02,0.005,0,0.5946582738,0.10205343,0.09071415999,0,0,0.054498716,0.03799733379,0.05643255238,0.03989720048,0.01899866689,0.004749666723,0,,,,,,,,,,,,,,,,,,,,,,,,,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM1_R06_0,AM1,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.638,0.078,0.065,0,0,0.052,0.079,0.057,0.011,0.02,0,0,0.604301725,0.08819007699,0.07349173083,0,0,0.0763709007,0.07482732959,0.05345561388,0.01041899526,0.01894362774,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM3_R06_0,AM3,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.6775,0.08,0.055,0,0,0.06,0.035,0.05,0.02,0.0225,0,0,0.6399428898,0.09020152278,0.06201354691,0,0,0.08787687058,0.03305978028,0.04676137073,0.01889130302,0.0212527159,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-6_R06_0,TMS-6,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.664,0.092,0,0,0,0.053,0.104,0.087,0,0,0,0,0.6347144409,0.1049760171,0,0,0,0.07855567837,0.0994131052,0.08234075845,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-12_R06_0,TMS-12,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.677,0.066,0,0,0,0.052,0.077,0.128,0,0,0,0,0.650868987,0.07574270467,0,0,0,0.0775174838,0.074027935,0.1218428895,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC2_R06_0,MC2,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.645,0.08,0.05,0,0,0.05,0.06,0.08,0.015,0.02,0,0,0.613165961,0.09078211025,0.0567388189,0,0,0.0737020794,0.05703869404,0.07529976492,0.01425967351,0.01901289801,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-82+_R06_0,TMS-82+,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.624,0.049,0.078,0.024,0,0.053,0.06,0.087,0.005,0.019,0,0.001,0.592602393,0.05554779896,0.08842302691,0.02279239973,0,0.07804518142,0.05698099932,0.08180566402,0.00474841661,0.01804398312,0,0.001010136931,,,,,,,,,,,,,,,,,,,,,,,,,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-NG_R06_0,MC-NG,Reed 2006,,The Superalloys (Book),,,,1,γ,,,,,γ',,,,,1,,,,sc,Comp. + density only,,,,,,,,,,,,,0.702,0.04,0.002,0.04,0.04,0.06,0.05,0.05,0.005,0.01,0,0.001,0.6745209578,0.04587861418,0.002293930709,0.03843424261,0.03843424261,0.08939248288,0.04804280326,0.04756786405,0.004804280326,0.009608560653,0,0.001022020893,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
